flag_row,repository,project,antipattern,relative_path,line_from,line_to,source_role,source_sha256,source_file_exists,in_source_manifest,source_frame_status,span_in_bounds,fragment_alignment,fragment_found_in_source_file
12331,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/BrandRepository.java,174,174,application/query source,ef64826e21bd136f415b99f9337c85ea19a0b4875e5a4ebd536a3af9888b59d9,true,true,src,true,trimmed_exact,true
12332,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/BrandRepository.java,175,175,application/query source,ef64826e21bd136f415b99f9337c85ea19a0b4875e5a4ebd536a3af9888b59d9,true,true,src,true,archived_fragment_within_span,true
12333,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/BrandRepository.java,197,197,application/query source,ef64826e21bd136f415b99f9337c85ea19a0b4875e5a4ebd536a3af9888b59d9,true,true,src,true,trimmed_exact,true
12334,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/BrandRepository.java,198,198,application/query source,ef64826e21bd136f415b99f9337c85ea19a0b4875e5a4ebd536a3af9888b59d9,true,true,src,true,trimmed_exact,true
12335,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/BrandRepository.java,242,242,application/query source,ef64826e21bd136f415b99f9337c85ea19a0b4875e5a4ebd536a3af9888b59d9,true,true,src,true,trimmed_exact,true
12336,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/BrandRepository.java,243,243,application/query source,ef64826e21bd136f415b99f9337c85ea19a0b4875e5a4ebd536a3af9888b59d9,true,true,src,true,trimmed_exact,true
12337,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/BrandRepository.java,244,244,application/query source,ef64826e21bd136f415b99f9337c85ea19a0b4875e5a4ebd536a3af9888b59d9,true,true,src,true,trimmed_exact,true
12338,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Implicit Columns,src/main/java/com/rocketmart/pcweb/biz/dao/repository/CategoryRepository.java,34,34,application/query source,8459f25b496ee26ba58c397c92f61f8c7ff726a303085469815372bcf0102287,true,true,src,true,trimmed_exact,true
12339,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Implicit Columns,src/main/java/com/rocketmart/pcweb/biz/dao/repository/CategoryRepository.java,115,115,application/query source,8459f25b496ee26ba58c397c92f61f8c7ff726a303085469815372bcf0102287,true,true,src,true,trimmed_exact,true
12340,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Implicit Columns,src/main/java/com/rocketmart/pcweb/biz/dao/repository/CategoryRepository.java,122,122,application/query source,8459f25b496ee26ba58c397c92f61f8c7ff726a303085469815372bcf0102287,true,true,src,true,trimmed_exact,true
12341,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/MemberRepository.java,72,72,application/query source,44f12cce9c62182e79f30a5dfaf9758a5227361ac04928d787f962fb3e312ec8,true,true,src,true,trimmed_exact,true
12342,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/MemberRepository.java,75,75,application/query source,44f12cce9c62182e79f30a5dfaf9758a5227361ac04928d787f962fb3e312ec8,true,true,src,true,trimmed_exact,true
12343,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/MemberRepository.java,233,233,application/query source,44f12cce9c62182e79f30a5dfaf9758a5227361ac04928d787f962fb3e312ec8,true,true,src,true,trimmed_exact,true
12344,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/MemberRepository.java,236,236,application/query source,44f12cce9c62182e79f30a5dfaf9758a5227361ac04928d787f962fb3e312ec8,true,true,src,true,trimmed_exact,true
12345,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Implicit Columns,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,36,36,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,trimmed_exact,true
12346,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,68,68,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12347,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,70,70,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12348,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,71,71,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12349,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,232,232,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12350,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,233,233,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12351,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,234,234,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12352,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,301,301,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12353,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,302,302,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12354,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,303,303,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12355,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,426,426,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12356,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,427,427,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12357,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,508,508,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12358,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,509,509,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12359,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,510,510,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12360,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,532,532,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12361,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,533,533,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12362,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,534,534,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12363,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,550,550,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12364,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/OtherRepository.java,551,551,application/query source,8dbdbffa93386191a6220697682e9b0ee25c12b5c430a98d32f54e4d5da00542,true,true,src,true,archived_fragment_within_span,true
12365,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/ProductRepository.java,87,87,application/query source,840cd4d1e83ed74b850edac2ff252164d608f46ace0099fc3985dbca47925539,true,true,src,true,trimmed_exact,true
12366,nyh1030/rocketmart-pcweb,nyh1030_rocketmart-pcweb,Poor Man's Search Engine,src/main/java/com/rocketmart/pcweb/biz/dao/repository/ProductRepository.java,88,88,application/query source,840cd4d1e83ed74b850edac2ff252164d608f46ace0099fc3985dbca47925539,true,true,src,true,trimmed_exact,true
12367,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,ID Required,src/main/java/io/pivotal/spring/cloud/services/resourcelock/db/generated/tables/EnvironmentMetaSchema.java,66,66,generated schema,c6e39d47932400653c43ed1fb88f94277e7d7345c35a732f6752151454028f65,true,true,src,true,trimmed_exact,true
12368,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,ID Required,src/main/java/io/pivotal/spring/cloud/services/resourcelock/db/generated/tables/Environments.java,64,64,generated schema,b0a50e75be63e9abb07d315ad9c33e62c61c58d070686a5d627980a3fb073b2b,true,true,src,true,trimmed_exact,true
12369,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,Keyless Entry,src/main/java/io/pivotal/spring/cloud/services/resourcelock/db/generated/tables/Environments.java,79,79,generated schema,b0a50e75be63e9abb07d315ad9c33e62c61c58d070686a5d627980a3fb073b2b,true,true,src,true,trimmed_exact,true
12370,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,ID Required,src/main/java/io/pivotal/spring/cloud/services/resourcelock/db/generated/tables/Locks.java,62,62,generated schema,6540b01778ee09be01a6b1299d453278c4b527990367727a04710b54b82d9710,true,true,src,true,trimmed_exact,true
12371,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,Keyless Entry,src/main/java/io/pivotal/spring/cloud/services/resourcelock/db/generated/tables/Locks.java,77,77,generated schema,6540b01778ee09be01a6b1299d453278c4b527990367727a04710b54b82d9710,true,true,src,true,trimmed_exact,true
12372,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,ID Required,src/main/java/io/pivotal/spring/cloud/services/resourcelock/db/generated/tables/Pools.java,61,61,generated schema,aa07db9943c7a8479537d75092ccbc7ed1d34032b00bd517655fa50c9b73f807,true,true,src,true,trimmed_exact,true
12373,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,Implicit Columns,src/main/java/io/pivotal/spring/cloud/services/resourcelock/service/PoolService.java,72,72,application/query source,55951c38b8a3d3c77760f653f6b3c6e80a84de22b563965e9d6cc78d8fcb83c1,true,true,src,true,trimmed_exact,true
12374,ojhughes/concourse-http-lock-resource,ojhughes_concourse-http-lock-resource,Implicit Columns,src/test/java/io/pivotal/spring/cloud/services/resourcelock/service/PoolServiceIntegrationTest.java,112,112,application/query source,6949553984d126c12c895930bfa931245e7489691a7b78203b2de35cb5011eca,true,true,src,true,trimmed_exact,true
12375,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/CmCi.java,96,96,generated schema,dd34737b7b1ab8ffcc9f853b9376f2099cb5be922c34e77554f4a86cc7413685,true,true,src,true,trimmed_exact,true
12376,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/CmCiState.java,59,59,generated schema,ae9e6fb2752740c93a309a56b61cadce4924f820b92d5c315689a58684208322,true,true,src,true,trimmed_exact,true
12377,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/CmOpsActionState.java,59,59,generated schema,8972e7fc50a47ffb0cb3c86259de3f743ac9272590ed5c4831344bc46e4c74d1,true,true,src,true,trimmed_exact,true
12378,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/CmOpsProcedures.java,76,76,generated schema,c3d4417aeb9b0a2ac62939d0684c94279ae551c2020ea21b37564a9de08f9aff,true,true,src,true,trimmed_exact,true
12379,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/CmOpsProcState.java,59,59,generated schema,2a37bee5d1c3b9b1c586b82455148792c869805feb94dab31e9f6bf4bdff67f8,true,true,src,true,trimmed_exact,true
12380,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/CmsEventType.java,59,59,generated schema,4f2be273837e929020b1dbe878c756a21ed82568d06af0d3e77ee45c86dc91d2,true,true,src,true,trimmed_exact,true
12381,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/CmsLock.java,60,60,generated schema,a04772d99f2e222996e467627f951dc4031c8aa02c0b827104ecfbb93fe5dcf3,true,true,src,true,trimmed_exact,true
12382,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjApprovalStates.java,59,59,generated schema,7628af8f85b506193bbf4abdc5373049d7dffed6364fb67c62fc7bcc885a4de5,true,true,src,true,trimmed_exact,true
12383,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjDeploymentRfc.java,76,76,generated schema,16813561a1a8088d30424c606927a0e99159483845dd5e36c7144021e70aa641,true,true,src,true,trimmed_exact,true
12384,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjDeploymentRfcStates.java,59,59,generated schema,fafb91665d405141c505c8cef64680ab5f12a32e334a36b1757fd8cfafce4a45,true,true,src,true,trimmed_exact,true
12385,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjDeploymentStateHist.java,71,71,generated schema,d600726153e78df3ac0d6e299bd9623f4d09a10c32c9d226f7000171a7cedc26,true,true,src,true,trimmed_exact,true
12386,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjDeploymentStateHist.java,76,76,generated schema,d600726153e78df3ac0d6e299bd9623f4d09a10c32c9d226f7000171a7cedc26,true,true,src,true,trimmed_exact,true
12387,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjDeploymentStates.java,59,59,generated schema,4bb8c5e98bc2806a4121fa0101f1c7058db95ef8006a3786bce65e35dfe5875d,true,true,src,true,trimmed_exact,true
12388,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjDpmtApprovals.java,71,71,generated schema,e7434687484c6db0b4bd109c20a34595959ff8d41d171eb62b8985984532f58e,true,true,src,true,trimmed_exact,true
12389,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjReleaseRevLabel.java,59,59,generated schema,63f4e05965ce38be9052cf318db6b464bf0ceff96fb38ab0d306059361ea605a,true,true,src,true,trimmed_exact,true
12390,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjReleaseRevLabel.java,69,69,generated schema,63f4e05965ce38be9052cf318db6b464bf0ceff96fb38ab0d306059361ea605a,true,true,src,true,trimmed_exact,true
12391,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjReleases.java,71,71,generated schema,53f79b597bdff291fb5b7cd35c8f30f05ccf2f214e9c9834d4a906030931f519,true,true,src,true,trimmed_exact,true
12392,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjReleaseStates.java,59,59,generated schema,1c49e38b80de4005543c7a669bd9b2f8fef87d815028a31664a4f0f2e196b4c7,true,true,src,true,trimmed_exact,true
12393,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjRfcCi.java,71,71,generated schema,e466ff88815d3f58f85973efed7688cd1bc873ed7bb86ea9a3ade13eb60a2a40,true,true,src,true,trimmed_exact,true
12394,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjRfcRelation.java,86,86,generated schema,f7c49af38b02a8d2b2fc8c666aa8ed7e3aee5cff17e86c2710e4da8e4d5cdc74,true,true,src,true,trimmed_exact,true
12395,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjRfcRelation.java,106,106,generated schema,f7c49af38b02a8d2b2fc8c666aa8ed7e3aee5cff17e86c2710e4da8e4d5cdc74,true,true,src,true,trimmed_exact,true
12396,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/DjRfcRelation.java,76,76,generated schema,f7c49af38b02a8d2b2fc8c666aa8ed7e3aee5cff17e86c2710e4da8e4d5cdc74,true,true,src,true,trimmed_exact,true
12397,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/MdClasses.java,75,75,generated schema,f37bca250d8f9847541d05be207b55ccaf59d9a6749b0a13da4c3a2236f0f151,true,true,src,true,trimmed_exact,true
12398,oneops/oneops,oneops_oneops,Keyless Entry,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/NsOpt.java,61,61,generated schema,905a657781a9e6900bef679cab3061f74743d3c99ba6640d2a19c313445d2616,true,true,src,true,trimmed_exact,true
12399,oneops/oneops,oneops_oneops,ID Required,crawler/src/generated-sources/java/com/oneops/crawler/jooq/cms/tables/NsOptTag.java,59,59,generated schema,6b1e7345e156974f09e6baa796516ccfeaea83da07b589c47d9c9efe8802230b,true,true,src,true,trimmed_exact,true
12400,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,197,197,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12401,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,222,222,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12402,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,226,226,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12403,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,230,230,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12404,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,236,236,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12405,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,250,250,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12406,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,280,280,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12407,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,290,290,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12408,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,300,300,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12409,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,316,316,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12410,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,328,328,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12411,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,356,356,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12412,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,379,379,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12413,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,401,401,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12414,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,418,418,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12415,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,436,436,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12416,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,455,455,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12417,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,477,477,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12418,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,612,612,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12419,oneops/oneops,oneops_oneops,Implicit Columns,crawler/src/main/java/com/oneops/crawler/CMSCrawler.java,625,625,application/query source,929325c13a263a5bd7f76bdf557e7e1819ab4519b4f037f3ac780efa2a03355a,true,true,src,true,trimmed_exact,true
12420,oracle/graalvm-reachability-metadata,oracle_graalvm-reachability-metadata,Implicit Columns,tests/src/org.jooq/jooq/3.17.7/src/test/java/org_jooq/jooq/JooqTest.java,83,84,application/query source,07cd7426141e84817469973091fbf737d6d2ee065e97590fbb2d430d637da94f,true,true,src,true,whitespace_normalized_exact,true
12421,oracle/graalvm-reachability-metadata,oracle_graalvm-reachability-metadata,Implicit Columns,tests/src/org.jooq/jooq/3.17.7/src/test/java/org_jooq/jooq/JooqTest.java,95,96,application/query source,07cd7426141e84817469973091fbf737d6d2ee065e97590fbb2d430d637da94f,true,true,src,true,whitespace_normalized_exact,true
12422,oracle/graalvm-reachability-metadata,oracle_graalvm-reachability-metadata,Implicit Columns,tests/src/org.jooq/jooq/3.17.7/src/test/java/org_jooq/jooq/JooqTest.java,107,108,application/query source,07cd7426141e84817469973091fbf737d6d2ee065e97590fbb2d430d637da94f,true,true,src,true,whitespace_normalized_exact,true
12423,oracle/graalvm-reachability-metadata,oracle_graalvm-reachability-metadata,Implicit Columns,tests/src/org.jooq/jooq/3.17.7/src/test/java/org_jooq/jooq/JooqTest.java,120,121,application/query source,07cd7426141e84817469973091fbf737d6d2ee065e97590fbb2d430d637da94f,true,true,src,true,whitespace_normalized_exact,true
12424,oracle/graalvm-reachability-metadata,oracle_graalvm-reachability-metadata,Implicit Columns,tests/src/org.jooq/jooq/3.17.7/src/test/java/org_jooq/jooq/JooqTest.java,135,136,application/query source,07cd7426141e84817469973091fbf737d6d2ee065e97590fbb2d430d637da94f,true,true,src,true,whitespace_normalized_exact,true
12425,oracle/graalvm-reachability-metadata,oracle_graalvm-reachability-metadata,Implicit Columns,tests/src/org.jooq/jooq/3.17.7/src/test/java/org_jooq/jooq/JooqTest.java,148,149,application/query source,07cd7426141e84817469973091fbf737d6d2ee065e97590fbb2d430d637da94f,true,true,src,true,whitespace_normalized_exact,true
